id,split,semantic_id,pattern_id,group_tag,role,text,semantic_same_ids,tfidf_top1_id,tfidf_top2_id,tfidf_top3_id,tfidf_top4_id,tfidf_top5_id,tfidf_top6_id,tfidf_top7_id,tfidf_top8_id,tfidf_top9_id,tfidf_top10_id,tfidf_top11_id,tfidf_top12_id,bm25_top1_id,bm25_top2_id,bm25_top3_id,bm25_top4_id,bm25_top5_id,bm25_top6_id,bm25_top7_id,bm25_top8_id,bm25_top9_id,bm25_top10_id,bm25_top11_id,bm25_top12_id,jaccard_top1_id,jaccard_top2_id,jaccard_top3_id,jaccard_top4_id,jaccard_top5_id,jaccard_top6_id,jaccard_top7_id,jaccard_top8_id,jaccard_top9_id,jaccard_top10_id,jaccard_top11_id,jaccard_top12_id,tfidf_top_ids,bm25_top_ids,jaccard_top_ids,overlap2_3metrics_ids,overlap2_3metrics_count,overlap3_3metrics_ids,overlap3_3metrics_count,text_len_char,text_len_word,tf_idf_tops,jaccard_tops,bm25_tops,overlap2,overlap3,U2,U3,nvidia/llama-embed-nemotron-8b,neighbors_union,neighbors_union_count,qwen3-4b,qwen3-8b
30,train,sem_0081,play:front_place,para3,order,"at the park, I play a song.",139;424,139,984.0,892.0,473.0,124.0,134.0,550.0,851.0,403.0,880.0,841.0,198.0,53,139,841,880,523.0,270.0,579.0,403.0,176.0,473.0,134.0,124.0,139,53.0,579.0,523.0,841.0,270.0,522.0,387.0,892.0,124.0,134.0,473.0,139;984;892;473;124;134;550;851;403;880;841;198,53;139;841;880;523;270;579;403;176;473;134;124,139;53;579;523;841;270;522;387;892;124;134;473,53;124;134;139;270;403;473;523;579;841;880;892,12,124;134;139;473;841,5,27,7,139;984;892;124;473;134;851;550,139;53;579;270;387;522;523;841;78;124;134;473,139;53;841;880;579;892;473;984;134;124;270;523,53;124;134;139;270;473;523;579;841;892;984,124;134;139;473,53;124;134;139;270;424;473;523;579;841;892;984,124;134;139;424;473,139,139,1,,
31,train,sem_seed_pref_future_will,pref:future_will,singleton,single-seed,She will like juice.,,963,353.0,517.0,486.0,728.0,,,,,,,,963,353,517,913,767.0,699.0,727.0,243.0,199.0,844.0,252.0,875.0,699,913.0,767.0,963.0,844.0,243.0,252.0,727.0,199.0,,,,963;353;517;486;728,963;353;517;913;767;699;727;243;199;844;252;875,699;913;767;963;844;243;252;727;199,199;243;252;353;517;699;727;767;844;913;963,11,963,1,20,4,963;353;517;486;728,699;767;913;199;243;252;727;844;963,963;517;353;913;767;699;243;727;844;199;252;519,199;243;252;353;517;699;727;767;844;913;963,963,199;243;252;353;517;699;727;767;844;913;963,963,243;913,104;116;243;452;486;516;728;767;913,9,913;116;516;452;767;728;104;486;243,913;116;516;452;767;728;104;486;243
32,train,sem_single_0937,social:wh_when,singleton,single,When does He take?,,95,621.0,126.0,154.0,844.0,708.0,169.0,174.0,,,,,621,95,154,126,708.0,174.0,169.0,844.0,819.0,613.0,916.0,307.0,95,154.0,621.0,126.0,169.0,613.0,708.0,819.0,174.0,844.0,916.0,,95;621;126;154;844;708;169;174,621;95;154;126;708;174;169;844;819;613;916;307,95;154;621;126;169;613;708;819;174;844;916,95;126;154;169;174;613;621;708;819;844;916,11,95;126;154;169;174;621;708;844,8,18,4,621;95;154;126;844;169;708;174,95;126;154;621;169;174;613;708;819;844;916,154;621;95;126;174;169;844;708;613;916;819;994,95;126;154;169;174;613;621;708;819;844;916,95;126;154;169;174;621;708;844,95;126;154;169;174;613;621;708;819;844;916,95;126;154;169;174;621;708;844,,95;126,2,126;95,126;95
33,train,sem_0291,social:decl,para3,lex,They make a ticket.,98;829,186,572.0,98.0,933.0,915.0,829.0,697.0,700.0,822.0,371.0,76.0,,98,697,933,829,822.0,49.0,371.0,661.0,915.0,186.0,6.0,572.0,697,98.0,933.0,822.0,829.0,330.0,915.0,920.0,930.0,943.0,952.0,897.0,186;572;98;933;915;829;697;700;822;371;76,98;697;933;829;822;49;371;661;915;186;6;572,697;98;933;822;829;330;915;920;930;943;952;897,98;186;371;572;697;822;829;915;933,9,98;697;822;829;915;933,6,19,4,186;572;933;98;915;697;700;822;371;829,98;697;933;822;829;38;43;49;90;99;103;109,98;697;933;822;661;49;371;915;186;829;746;38,38;49;98;186;371;697;822;829;915;933,98;697;822;829;933,38;49;98;186;371;697;822;829;915;933,98;697;822;829;933,,98,1,98,98
34,train,sem_0221,social:decl,para3,base,We help a friend.,399;667,399,659.0,62.0,695.0,190.0,380.0,205.0,862.0,674.0,350.0,178.0,26.0,399,659,62,695,674.0,380.0,298.0,190.0,26.0,178.0,862.0,205.0,399,659.0,298.0,695.0,380.0,62.0,674.0,416.0,442.0,959.0,997.0,393.0,399;659;62;695;190;380;205;862;674;350;178;26,399;659;62;695;674;380;298;190;26;178;862;205,399;659;298;695;380;62;674;416;442;959;997;393,26;62;178;190;205;298;380;399;659;674;695;862,12,62;380;399;659;674;695,6,17,4,399;659;62;695;190;380;862;178;350;26;581;208,399;298;380;659;695;62;674;5;26;52;118;135,399;659;62;695;674;380;298;190;178;416;208;205,26;62;178;190;208;298;380;399;659;674;695,62;380;399;659;695,26;62;178;190;208;298;380;399;659;667;674;695,62;380;399;659;667;695,659;399;62,62;399;659,3,659;62;399,659;62;399
35,train,sem_single_0944,play:wh_when,singleton,single,When do They play?,,886,331.0,816.0,843.0,621.0,162.0,,,,,,,886,843,816,331,621.0,198.0,324.0,373.0,970.0,97.0,204.0,725.0,843,816.0,331.0,886.0,198.0,511.0,496.0,575.0,621.0,638.0,124.0,234.0,886;331;816;843;621;162,886;843;816;331;621;198;324;373;970;97;204;725,843;816;331;886;198;511;496;575;621;638;124;234,198;331;621;816;843;886,6,331;621;816;843;886,5,18,4,886;843;816;621;331;124;801;511,331;816;843;886;198;511;97;124;162;204;234;324,886;843;816;331;621;204;97;373;324;970;725;198,97;124;198;204;324;331;511;621;816;843;886,331;816;843;886,97;124;198;204;324;331;511;621;816;843;886,331;816;843;886,843;886;621,621;843;886,3,,
36,train,sem_0275,drink:going_to,para3,tense,She is going to sip coffee.,641;929,876,25.0,929.0,555.0,815.0,192.0,655.0,745.0,866.0,518.0,905.0,427.0,876,929,518,397,745.0,427.0,893.0,905.0,615.0,703.0,815.0,555.0,876,929.0,518.0,745.0,427.0,397.0,615.0,905.0,619.0,893.0,301.0,703.0,876;25;929;555;815;192;655;745;866;518;905;427,876;929;518;397;745;427;893;905;615;703;815;555,876;929;518;745;427;397;615;905;619;893;301;703,397;427;518;555;615;703;745;815;876;893;905;929,12,427;518;745;876;905;929,6,27,6,876;555;929;25;815;655;866;192;905;615;518;745,876;518;929;397;427;745;301;615;619;703;893;905,876;929;518;397;815;655;555;25;427;745;893;905,25;397;427;518;555;615;655;745;815;876;893;905;929,518;745;876;905;929,25;397;427;518;555;615;641;655;745;815;876;893;905;929,518;641;745;876;905;929,929;876,192;555;815;876;929,5,192;929;555;815;876,192;929;555;815;876
37,train,sem_0085,pref:decl,para3,lex,They enjoy pizza.,99;414,774,501.0,436.0,411.0,,,,,,,,,501,774,436,529,987.0,577.0,50.0,411.0,349.0,92.0,628.0,620.0,436,411.0,501.0,987.0,529.0,577.0,774.0,50.0,349.0,,,,774;501;436;411,501;774;436;529;987;577;50;411;349;92;628;620,436;411;501;987;529;577;774;50;349,50;349;411;436;501;529;577;774;987,9,411;436;501;774,4,17,3,774;501;436,50;411;436;501;529;577;774;987;349,774;501;529;987;50;436;577;411;349;516;316;632,50;349;411;436;501;529;577;774;987,436;501;774,50;99;349;411;414;436;501;529;577;774;987,99;414;436;501;774,436;501;774;411;349;335;529;50;987;577,50;335;349;411;436;501;529;577;707;774;804;987,12,501;436;774;529;349;335;577;411;804;987;707;50,501;436;774;529;349;335;577;411;804;987;707;50
38,train,sem_0017,social:decl,para4,base,He make a sandwich.,887;910;911,911,617.0,910.0,500.0,118.0,818.0,80.0,678.0,99.0,108.0,408.0,177.0,911,16,513,113,504.0,910.0,899.0,933.0,33.0,697.0,746.0,489.0,16,513.0,911.0,113.0,504.0,899.0,910.0,489.0,10.0,624.0,177.0,178.0,911;617;910;500;118;818;80;678;99;108;408;177,911;16;513;113;504;910;899;933;33;697;746;489,16;513;911;113;504;899;910;489;10;624;177;178,16;113;177;489;504;513;899;910;911,9,910;911,2,19,4,911;617;118;818;80;678;407;99;108;177;624;623,16;513;911;113;504;899;910;10;489;14;33;74,911;16;513;933;746;697;33;113;899;504;910;822,16;33;113;504;513;899;910;911,911,16;33;113;504;513;887;899;910;911,887;910;911,910;911;513,108;177;504;513;818;899;910;911,8,910;899;504;513;818;177;911;108,910;899;504;513;818;177;911;108
39,train,sem_single_0955,play:wh_where,singleton,single,Where does She play?,,736,609.0,946.0,621.0,613.0,708.0,938.0,174.0,169.0,819.0,916.0,844.0,609,736,819,916,946.0,613.0,621.0,267.0,708.0,844.0,169.0,748.0,736,609.0,688.0,621.0,748.0,938.0,844.0,708.0,613.0,916.0,464.0,946.0,736;609;946;621;613;708;938;174;169;819;916;844,609;736;819;916;946;613;621;267;708;844;169;748,736;609;688;621;748;938;844;708;613;916;464;946,169;609;613;621;708;736;748;819;844;916;938;946,12,609;613;621;708;736;844;916;946,8,20,4,736;609;946;621;613;916;819;938;169;708;844;174,609;736;688;169;174;464;613;621;708;748;819;844,609;736;916;819;946;613;621;267;688;169;708;174,169;174;609;613;621;688;708;736;819;844;916;946,169;174;609;613;621;708;736;819,169;174;609;613;621;688;708;736;819;844;916;946,169;174;609;613;621;708;736;819,736,736,1,,
40,train,sem_seed_eat_present_cont,eat:present_cont,singleton,single-seed,He is eating lunch.,,494,113.0,682.0,,,,,,,,,,494,113,703,329,278.0,766.0,839.0,184.0,567.0,757.0,345.0,682.0,703,766.0,567.0,839.0,184.0,757.0,278.0,345.0,751.0,682.0,494.0,325.0,494;113;682,494;113;703;329;278;766;839;184;567;757;345;682,703;766;567;839;184;757;278;345;751;682;494;325,113;184;278;345;494;567;682;703;757;766;839,11,494;682,2,20,4,494;113;682,703;184;278;567;757;766;839;325;345;494;682;751,494;113;703;766;757;184;278;567;839;345;682;325,113;184;278;325;345;494;567;682;703;757;766;839,494;682,113;184;278;325;345;494;567;682;703;757;766;839,494;682,839;504;567,184;494;504;567;839,5,839;494;184,839;494;184
41,train,sem_single_0964,acq:perfect_pr,singleton,single,He has ordered pizza.,,120,724.0,565.0,671.0,847.0,921.0,218.0,987.0,344.0,211.0,,,724,120,437,910,89.0,11.0,847.0,211.0,868.0,887.0,218.0,658.0,724,868.0,218.0,887.0,120.0,437.0,,,,,,,120;724;565;671;847;921;218;987;344;211,724;120;437;910;89;11;847;211;868;887;218;658,724;868;218;887;120;437,120;211;218;437;724;847;868;887,8,120;218;724,3,21,4,120;724;565;671,724;218;868;887;120;437,724;120;437;11;847;211;910;887;218;868;89;401,120;218;437;724;868;887,120;724,120;218;437;724;868;887,120;724,724;120;868;218;987,120;157;218;344;381;671;724;868;921;987,10,724;120;921;868;157;381;218;671;987;344,724;120;921;868;157;381;218;671;987;344
42,train,sem_0028,learn:going_to,para4,tense,They are going to read music.,210;339;479,758,339.0,433.0,804.0,656.0,161.0,518.0,389.0,823.0,561.0,381.0,526.0,758,656,381,804,526.0,829.0,480.0,161.0,823.0,561.0,458.0,339.0,804,656.0,381.0,339.0,161.0,480.0,526.0,758.0,458.0,823.0,561.0,829.0,758;339;433;804;656;161;518;389;823;561;381;526,758;656;381;804;526;829;480;161;823;561;458;339,804;656;381;339;161;480;526;758;458;823;561;829,161;339;381;458;480;526;561;656;758;804;823;829,12,161;339;381;526;561;656;758;804;823,9,29,6,758;339;433;656;804;518;389;561;161;526;381;458,339;381;656;804;161;458;480;526;561;758;823;829,656;339;758;804;381;526;672;561;480;458;823;161,161;339;381;458;480;526;561;656;758;804;823,161;339;381;458;526;561;656;758;804,161;210;339;381;458;479;480;526;561;656;758;804;823,161;210;339;381;458;479;526;561;656;758;804,339,339;479;866;895,4,339;866;895;479,339;866;895;479
43,train,sem_0240,acq:decl,para3,lex,They purchase a phone.,772;985,711,749.0,577.0,230.0,241.0,170.0,248.0,735.0,645.0,901.0,578.0,503.0,749,711,577,582,581.0,293.0,901.0,561.0,988.0,927.0,368.0,133.0,582,749.0,581.0,293.0,711.0,901.0,577.0,561.0,479.0,943.0,123.0,124.0,711;749;577;230;241;170;248;735;645;901;578;503,749;711;577;582;581;293;901;561;988;927;368;133,582;749;581;293;711;901;577;561;479;943;123;124,293;561;577;581;582;711;749;901,8,577;711;749;901,4,22,4,711;749;577;230;241;170;248;735;645;578;503;509,293;581;582;711;749;901;577;561;33;90;98;99,749;711;577;582;581;293;901;927;368;133;248;170,170;248;293;577;581;582;711;749;901,577;711;749,170;248;293;577;581;582;711;749;772;901;985,577;711;749;772;985,,417;561,2,417;561,417;561
44,train,sem_0004,social:past_simple,para4,tense,You met my teacher.,205;761;782,782,761.0,692.0,756.0,282.0,942.0,358.0,262.0,276.0,202.0,709.0,773.0,262,358,782,942,761.0,981.0,238.0,434.0,756.0,202.0,740.0,692.0,782,358.0,262.0,942.0,761.0,981.0,238.0,434.0,692.0,709.0,773.0,547.0,782;761;692;756;282;942;358;262;276;202;709;773,262;358;782;942;761;981;238;434;756;202;740;692,782;358;262;942;761;981;238;434;692;709;773;547,202;238;262;358;434;692;709;756;761;773;782;942;981,13,262;358;692;761;782;942,6,19,4,782;761;756;692;942;358;709;262;202;276;282;773,262;358;782;942;238;761;981;434;56;60;202;229,942;358;782;262;981;761;238;434;229;547;202;692,202;229;238;262;358;434;692;761;782;942;981,202;262;358;761;782;942,202;205;229;238;262;358;434;692;761;782;942;981,202;205;262;358;761;782;942,782;761,358;761;782,3,782;358;761,782;358;761
45,train,sem_0040,call:decl,para4,base,She call my father.,605;631;721,605,127.0,721.0,129.0,257.0,370.0,964.0,709.0,328.0,343.0,291.0,130.0,605,129,721,127,130.0,257.0,834.0,850.0,291.0,106.0,498.0,60.0,605,129.0,127.0,291.0,257.0,834.0,850.0,721.0,106.0,498.0,371.0,370.0,605;127;721;129;257;370;964;709;328;343;291;130,605;129;721;127;130;257;834;850;291;106;498;60,605;129;127;291;257;834;850;721;106;498;371;370,106;127;129;130;257;291;370;498;605;721;834;850,12,127;129;257;291;605;721,6,19,4,127;605;721;129;257;370;709;964;328;343;308;291,605;129;127;257;291;834;850;721;106;498;26;56,605;127;129;721;257;291;834;850;106;130;709;358,106;127;129;257;291;605;709;721;834;850,127;129;257;291;605;721,106;127;129;257;291;605;631;709;721;834;850,127;129;257;291;605;631;721,834;291;257;605;129;370;127;721;693;284;850;106;133;817;328;631;392,106;127;129;133;257;284;291;328;343;370;392;461;469;574;605;631;689;693;721;817;834;850;881,23,834;605;291;257;284;850;343;106;127;133;881;817;574;461;693;129;370;689;469,834;605;291;257;284;850;343;106;127;133;881;817;574;461;693;129;370;689;469
46,train,sem_single_0933,play:going_to,singleton,single,You are going to play a game.,,656,512.0,531.0,837.0,723.0,462.0,808.0,464.0,458.0,905.0,806.0,801.0,656,458,806,531,723.0,905.0,947.0,434.0,837.0,200.0,492.0,161.0,656,837.0,458.0,806.0,531.0,200.0,947.0,723.0,905.0,55.0,561.0,505.0,656;512;531;837;723;462;808;464;458;905;806;801,656;458;806;531;723;905;947;434;837;200;492;161,656;837;458;806;531;200;947;723;905;55;561;505,200;458;531;656;723;806;837;905;947,9,458;531;656;723;806;837;905,7,29,7,656;512;462;837;723;808;464;531;458;905;806;801,656;837;458;531;806;200;723;905;947;55;161;434,656;458;723;947;905;531;806;837;434;200;829;161,161;200;434;458;531;656;723;806;837;905;947,458;531;656;723;806;837;905,161;200;434;458;531;656;723;806;837;905;947,458;531;656;723;806;837;905,837;808;890;512,512;808;837;890,4,837,837
47,train,sem_seed_social_wh_what,social:wh_what,singleton,single-seed,What do We choose?,,622,980.0,86.0,593.0,,,,,,,,,980,86,622,593,254.0,738.0,731.0,496.0,488.0,271.0,234.0,189.0,593,86.0,622.0,980.0,189.0,271.0,254.0,234.0,402.0,204.0,323.0,488.0,622;980;86;593,980;86;622;593;254;738;731;496;488;271;234;189,593;86;622;980;189;271;254;234;402;204;323;488,86;189;234;254;271;488;593;622;980,9,86;593;622;980,4,18,4,622;86;980;593,86;593;622;980;189;204;234;254;271;280;323;402,86;980;593;622;189;234;488;496;738;254;271;731,86;189;234;254;271;593;622;980,86;593;622;980,86;189;234;254;271;593;622;980,86;593;622;980,,86,1,86,86
48,train,sem_0297,watch:front_place,para3,order,"at the office, He view a movie.",732;792,732,635.0,220.0,270.0,272.0,246.0,777.0,965.0,928.0,759.0,164.0,745.0,732,635,53,928,246.0,220.0,759.0,164.0,327.0,228.0,883.0,270.0,732,489.0,53.0,965.0,270.0,10.0,635.0,220.0,882.0,991.0,256.0,642.0,732;635;220;270;272;246;777;965;928;759;164;745,732;635;53;928;246;220;759;164;327;228;883;270,732;489;53;965;270;10;635;220;882;991;256;642,53;164;220;246;270;635;732;759;928;965,10,220;270;635;732,4,31,7,732;220;635;272;246;270;777;965;928;759;164;228,732;10;53;270;489;635;965;220;882;991;112;246,732;635;220;928;246;272;53;164;228;883;759;327,53;164;220;228;246;270;272;635;732;759;928;965,220;246;635;732,53;164;220;228;246;270;272;635;732;759;792;928;965,220;246;635;732;792,732,732,1,732,732
49,train,sem_0015,social:front_time,para4,order,"Today, They make coffee.",7;661;822,822,661.0,6.0,933.0,382.0,371.0,72.0,,,,,,822,661,6,382,371.0,33.0,697.0,933.0,588.0,666.0,835.0,904.0,822,661.0,588.0,835.0,666.0,904.0,6.0,382.0,697.0,33.0,371.0,933.0,822;661;6;933;382;371;72,822;661;6;382;371;33;697;933;588;666;835;904,822;661;588;835;666;904;6;382;697;33;371;933,6;33;371;382;588;661;666;697;822;835;904;933,12,6;371;382;661;822;933,6,24,4,822;661;6;933;382;371,822;661;588;666;835;904;6;33;371;382;697;933,822;661;6;382;933;33;371;697;588;666;904;835,6;33;371;382;588;661;666;697;822;835;904;933,6;371;382;661;822;933,6;7;33;371;382;588;661;666;697;822;835;904;933,6;7;371;382;661;822;933,822,822,1,822,822
50,train,sem_0186,acq:decl,para3,base,They pick pizza.,628;749,628,943.0,90.0,,,,,,,,,,628,943,90,303,987.0,577.0,436.0,411.0,37.0,529.0,349.0,804.0,628,37.0,987.0,529.0,436.0,577.0,411.0,349.0,90.0,943.0,303.0,,628;943;90,628;943;90;303;987;577;436;411;37;529;349;804,628;37;987;529;436;577;411;349;90;943;303,37;90;303;349;411;436;529;577;628;943;987,11,90;628;943,3,16,3,628;90;943,37;411;436;529;577;628;987;90;349;943;303,628;943;90;303;37;411;436;987;577;529;349;408,37;90;303;349;411;436;529;577;628;943;987,90;628;943,37;90;303;349;411;436;529;577;628;749;943;987,90;628;749;943,987;411;628;436;37;577;529,37;349;411;436;529;577;628;707;987,9,436;411;577;529;628;987;707;349;37,436;411;577;529;628;987;707;349;37
51,train,sem_0090,eat:present_cont,para3,tense,I am having pizza.,108;869,869,218.0,705.0,884.0,504.0,102.0,463.0,529.0,,,,,787,764,68,472,191.0,811.0,173.0,18.0,893.0,884.0,96.0,504.0,869,503.0,774.0,335.0,565.0,491.0,120.0,764.0,787.0,685.0,,,869;218;705;884;504;102;463;529,787;764;68;472;191;811;173;18;893;884;96;504,869;503;774;335;565;491;120;764;787;685,504;764;787;869;884,5,,0,19,4,,335;503;565;774;869;120;491;685;764;787,764;787;884;811;68;191;472;774;503;565;335;869,335;503;565;764;774;787;869,,108;335;503;565;764;774;787;869,108;869,869;120;774;565;335;705;503;463,120;335;463;503;565;705;774;804;869,9,869;120;774;804;335;705;463,869;120;774;804;335;705;463
52,train,sem_0076,watch:decl,para3,base,We view a show.,618,882,475.0,410.0,506.0,889.0,732.0,648.0,220.0,618.0,272.0,,,410,882,475,506,618.0,889.0,155.0,734.0,362.0,447.0,259.0,220.0,410,475.0,618.0,882.0,506.0,155.0,734.0,889.0,362.0,447.0,808.0,833.0,882;475;410;506;889;732;648;220;618;272,410;882;475;506;618;889;155;734;362;447;259;220,410;475;618;882;506;155;734;889;362;447;808;833,155;220;362;410;447;475;506;618;734;882;889,11,410;475;506;618;882;889,6,15,4,882;475;410;506;732;220;648;272;618,410;475;618;882;155;506;734;889;362;447;5;34,410;475;882;506;618;155;734;889;447;362;220;259,155;220;362;410;447;475;506;618;734;882;889,410;475;506;618;882,155;220;362;410;447;475;506;618;734;882;889,410;475;506;618;882,410;618;475;734;780;330;390;889;506;882,330;390;410;418;475;506;618;734;780;882;889,11,410;475;390;734;618;330;418;882,410;475;390;734;618;330;418;882
53,train,sem_0296,pref:front_place,para3,order,"at the office, I prefer a song.",78;443,78,270.0,246.0,759.0,228.0,164.0,883.0,48.0,664.0,,,,327,78,30,270,48.0,246.0,928.0,759.0,883.0,228.0,164.0,664.0,78,30.0,327.0,522.0,48.0,387.0,270.0,995.0,139.0,878.0,450.0,928.0,78;270;246;759;228;164;883;48;664,327;78;30;270;48;246;928;759;883;228;164;664,78;30;327;522;48;387;270;995;139;878;450;928,30;48;78;164;228;246;270;327;664;759;883;928,12,48;78;270,3,31,7,78;270;246;759;228;883;164;664;48,78;30;327;48;270;387;522;139;995;183;246;450,78;327;30;246;928;270;48;228;883;164;759;669,30;48;78;164;228;246;270;327;759;883,48;78;246;270,30;48;78;164;228;246;270;327;443;759;883,48;78;246;270;443,78,78,1,,
54,train,sem_0052,watch:front_time,para4,order,"Today, I observe a movie.",490;852;982,490,112.0,991.0,861.0,713.0,982.0,536.0,72.0,719.0,524.0,558.0,418.0,112,490,536,982,991.0,861.0,713.0,181.0,72.0,290.0,651.0,811.0,490,112.0,536.0,982.0,991.0,651.0,713.0,861.0,747.0,72.0,290.0,896.0,490;112;991;861;713;982;536;72;719;524;558;418,112;490;536;982;991;861;713;181;72;290;651;811,490;112;536;982;991;651;713;861;747;72;290;896,72;112;290;490;536;651;713;861;982;991,10,72;112;490;536;713;861;982;991,8,25,5,490;112;991;861;713;536;982;719;72;524;418;792,490;112;536;982;651;713;861;991;72;181;290;747,112;490;536;982;991;713;861;72;181;651;290;832,72;112;181;290;490;536;651;713;861;982;991,72;112;490;536;713;861;982;991,72;112;181;290;490;536;651;713;852;861;982;991,72;112;490;536;713;852;861;982;991,490;112;982;536;713;72;852;935;811,72;112;490;536;713;811;852;861;935;982;991,11,982;490;112;536;991;861;852;811,982;490;112;536;991;861;852;811
55,train,sem_0124,eat:going_to,para3,tense,We are going to eat a sandwich.,177;705,492,177.0,108.0,677.0,505.0,500.0,899.0,758.0,497.0,118.0,531.0,161.0,492,758,505,177,497.0,46.0,561.0,531.0,161.0,829.0,806.0,458.0,492,177.0,758.0,505.0,480.0,806.0,561.0,458.0,829.0,46.0,161.0,531.0,492;177;108;677;505;500;899;758;497;118;531;161,492;758;505;177;497;46;561;531;161;829;806;458,492;177;758;505;480;806;561;458;829;46;161;531,46;161;177;458;492;497;505;531;561;758;806;829,12,161;177;492;505;531;758,6,31,7,492;177;108;677;505;899;758;497;500,492;177;505;758;46;161;458;480;497;531;561;806,492;177;758;505;497;677;108;723;531;458;480;829,108;177;458;480;492;497;505;531;677;758,177;492;497;505;758,108;177;458;480;492;497;505;531;677;705;758,177;492;497;505;705;758,492;177;118;108;677,80;108;118;177;393;492;617;677;798;818;899;944,12,492;177;118;899;108;818;617;677;798;80;944;393,492;177;118;899;108;818;617;677;798;80;944;393
56,train,sem_0135,call:decl,para3,lex,You text my father.,22;739,850,247.0,498.0,341.0,701.0,58.0,820.0,599.0,692.0,756.0,439.0,817.0,850,247,498,58,692.0,701.0,756.0,599.0,668.0,557.0,820.0,612.0,850,247.0,498.0,371.0,612.0,689.0,942.0,701.0,692.0,291.0,284.0,782.0,850;247;498;341;701;58;820;599;692;756;439;817,850;247;498;58;692;701;756;599;668;557;820;612,850;247;498;371;612;689;942;701;692;291;284;782,58;247;498;599;612;692;701;756;820;850,10,247;498;692;701;850,5,19,4,850;247;498;58;701;599;820;756;692;817;439;341,850;247;498;44;45;58;127;133;262;284;291;320,850;247;498;599;58;756;701;692;820;817;291;320,58;247;291;320;498;599;692;701;756;817;820;850,58;247;498;850,22;58;247;291;320;498;599;692;701;739;756;817;820;850,22;58;247;498;739;850,850;341;599;58,58;247;341;599;850,5,850;341;247;599,850;341;247;599
